"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5262","Login with different users","","Wed Apr 16 17:17:32 GMT 2025","passed","Wed Apr 16 17:17:38 GMT 2025","","Swag labs","",""
